identifier,path,gcp_file_id,folder_name,author_subject,type,years,gcp_folder_id,file_name,ocr_writen_on,ocr_writen_by,ocr_main_content,ocr_additional_content,ocr_writen_on_coords,paragraphs_detection_successes,ocr_all_text_preprocess,ocr_all_text_no_preprocess,ocr_main_content_all_text_preprocess,ocr_main_content_all_text_no_preprocess,error_message
,,,"\ב - בשן\בבלי, הלל\2728.tif",,,,2728.tif,,,,,,,,,,,[WinError 10053] An established connection was aborted by the software in your host machine
